iso,continent,region,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million
OWID_AFR,Africa,Africa,2022-05-01,11677974.0,5175.0,5481.714,252881.0,0.0,13.0,8502.431,3.768,3.991,184.116,0.0,0.009
OWID_AFR,Africa,Africa,2022-05-02,11682837.0,4863.0,5683.143,252890.0,10.0,9.714,8505.972,3.541,4.138,184.123,0.007,0.007
OWID_AFR,Africa,Africa,2022-05-03,11687065.0,4228.0,5364.0,252897.0,7.0,5.571,8509.05,3.078,3.905,184.128,0.005,0.004
OWID_AFR,Africa,Africa,2022-05-04,11695715.0,8650.0,5638.0,252981.0,84.0,16.857,8515.348,6.298,4.105,184.189,0.061,0.012
OWID_AFR,Africa,Africa,2022-05-05,11706055.0,10340.0,6400.143,253047.0,66.0,25.143,8522.876,7.528,4.66,184.237,0.048,0.018
OWID_AFR,Africa,Africa,2022-05-06,11715837.0,9782.0,6991.0,253086.0,39.0,29.857,8529.998,7.122,5.09,184.265,0.028,0.022
OWID_AFR,Africa,Africa,2022-05-07,11724976.0,9139.0,7453.857,253104.0,18.0,32.0,8536.652,6.654,5.427,184.278,0.013,0.023
OWID_AFR,Africa,Africa,2022-05-08,11730852.0,5876.0,7554.0,253117.0,13.0,33.857,8540.93,4.278,5.5,184.288,0.009,0.025
OWID_AFR,Africa,Africa,2022-05-09,11734940.0,4088.0,7443.286,253163.0,46.0,39.0,8543.907,2.976,5.419,184.321,0.033,0.028
OWID_AFR,Africa,Africa,2022-05-10,11745573.0,10633.0,8358.286,253242.0,79.0,49.286,8551.648,7.742,6.085,184.379,0.058,0.036
OWID_AFR,Africa,Africa,2022-05-11,11756622.0,11049.0,8701.0,253293.0,51.0,44.571,8559.693,8.044,6.335,184.416,0.037,0.032
OWID_AFR,Africa,Africa,2022-05-12,11767388.0,10766.0,8761.857,253315.0,22.0,38.286,8567.531,7.838,6.379,184.432,0.016,0.028
OWID_AFR,Africa,Africa,2022-05-13,11776465.0,9077.0,8661.143,253431.0,116.0,49.286,8574.14,6.609,6.306,184.517,0.084,0.036
OWID_AFR,Africa,Africa,2022-05-14,11785527.0,9062.0,8650.143,253440.0,9.0,48.0,8580.738,6.598,6.298,184.523,0.007,0.035
OWID_AFR,Africa,Africa,2022-05-15,11790124.0,4597.0,8467.429,253443.0,3.0,46.571,8584.085,3.347,6.165,184.525,0.002,0.034
OWID_AFR,Africa,Africa,2022-05-16,11794638.0,4514.0,8528.286,253488.0,45.0,46.429,8587.371,3.287,6.209,184.558,0.033,0.034
OWID_AFR,Africa,Africa,2022-05-17,11801283.0,6645.0,7958.571,253535.0,47.0,41.857,8592.209,4.838,5.794,184.592,0.034,0.03
OWID_AFR,Africa,Africa,2022-05-18,11811267.0,9984.0,7806.429,253649.0,114.0,50.857,8599.478,7.269,5.684,184.675,0.083,0.037
OWID_AFR,Africa,Africa,2022-05-19,11813146.0,1879.0,6536.857,253652.0,3.0,48.143,8600.846,1.368,4.759,184.677,0.002,0.035
OWID_AFR,Africa,Africa,2022-05-20,11827675.0,14529.0,7315.714,253703.0,51.0,38.857,8611.424,10.578,5.326,184.715,0.037,0.028
OWID_AFR,Africa,Africa,2022-05-21,11833303.0,5628.0,6825.143,253719.0,16.0,39.857,8615.522,4.098,4.969,184.726,0.012,0.029
OWID_AFR,Africa,Africa,2022-05-22,11841251.0,7948.0,7303.857,253730.0,11.0,41.0,8621.309,5.787,5.318,184.734,0.008,0.03
OWID_AFR,Africa,Africa,2022-05-23,11843738.0,2487.0,7014.286,253769.0,39.0,40.143,8623.12,1.811,5.107,184.763,0.028,0.029
OWID_AFR,Africa,Africa,2022-05-24,11850570.0,6832.0,7041.0,253835.0,66.0,42.857,8628.094,4.974,5.126,184.811,0.048,0.031
OWID_AFR,Africa,Africa,2022-05-25,11858321.0,7751.0,6722.0,253887.0,52.0,34.0,8633.737,5.643,4.894,184.849,0.038,0.025
OWID_AFR,Africa,Africa,2022-05-26,11863938.0,6190.0,7337.857,253934.0,51.0,40.857,8637.827,4.507,5.343,184.883,0.037,0.03
OWID_AFR,Africa,Africa,2022-05-27,11868960.0,5022.0,5979.714,253973.0,40.0,39.286,8641.483,3.656,4.354,184.911,0.029,0.029
OWID_AFR,Africa,Africa,2022-05-28,11873649.0,4689.0,5845.571,253987.0,14.0,39.0,8644.897,3.414,4.256,184.921,0.01,0.028
OWID_AFR,Africa,Africa,2022-05-29,11875952.0,2303.0,5039.143,253995.0,8.0,38.571,8646.574,1.677,3.669,184.927,0.006,0.028
OWID_AFR,Africa,Africa,2022-05-30,11878824.0,2872.0,5094.143,254027.0,32.0,37.571,8648.665,2.091,3.709,184.95,0.023,0.027
OWID_AFR,Africa,Africa,2022-05-31,11884875.0,6051.0,4982.571,254076.0,49.0,35.143,8653.07,4.406,3.628,184.986,0.036,0.026
OWID_AFR,Africa,Africa,2022-06-01,11889654.0,4779.0,4558.0,254112.0,36.0,32.857,8656.55,3.479,3.319,185.012,0.026,0.024
OWID_AFR,Africa,Africa,2022-06-02,11896450.0,6796.0,4644.571,254148.0,36.0,30.714,8661.498,4.948,3.382,185.039,0.026,0.022
OWID_AFR,Africa,Africa,2022-06-03,11900199.0,3749.0,4462.714,254186.0,38.0,30.429,8664.227,2.73,3.249,185.066,0.028,0.022
OWID_AFR,Africa,Africa,2022-06-04,11903448.0,3249.0,4257.0,254216.0,30.0,32.714,8666.593,2.366,3.099,185.088,0.022,0.024
OWID_AFR,Africa,Africa,2022-06-05,11906428.0,2980.0,4353.714,254225.0,9.0,32.857,8668.762,2.17,3.17,185.095,0.007,0.024
OWID_AFR,Africa,Africa,2022-06-06,11909089.0,2661.0,4323.571,254236.0,11.0,29.857,8670.7,1.937,3.148,185.103,0.008,0.022
OWID_AFR,Africa,Africa,2022-06-07,11916966.0,7877.0,4584.429,254331.0,95.0,36.429,8676.435,5.735,3.338,185.172,0.069,0.027
DZA,Africa,Algeria,2022-05-01,265782.0,2.0,2.143,6875.0,0.0,0.0,5957.017,0.045,0.048,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-02,265782.0,0.0,1.571,6875.0,0.0,0.0,5957.017,0.0,0.035,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-03,265782.0,0.0,1.429,6875.0,0.0,0.0,5957.017,0.0,0.032,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-04,265782.0,0.0,1.286,6875.0,0.0,0.0,5957.017,0.0,0.029,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-05,265786.0,4.0,1.429,6875.0,0.0,0.0,5957.107,0.09,0.032,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-06,265791.0,5.0,1.714,6875.0,0.0,0.0,5957.219,0.112,0.038,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-07,265794.0,3.0,2.0,6875.0,0.0,0.0,5957.286,0.067,0.045,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-08,265798.0,4.0,2.286,6875.0,0.0,0.0,5957.376,0.09,0.051,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-09,265800.0,2.0,2.571,6875.0,0.0,0.0,5957.42,0.045,0.058,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-10,265804.0,4.0,3.143,6875.0,0.0,0.0,5957.51,0.09,0.07,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-11,265806.0,2.0,3.429,6875.0,0.0,0.0,5957.555,0.045,0.077,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-12,265808.0,2.0,3.143,6875.0,0.0,0.0,5957.6,0.045,0.07,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-13,265814.0,6.0,3.286,6875.0,0.0,0.0,5957.734,0.134,0.074,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-14,265816.0,2.0,3.143,6875.0,0.0,0.0,5957.779,0.045,0.07,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-15,265818.0,2.0,2.857,6875.0,0.0,0.0,5957.824,0.045,0.064,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-16,265823.0,5.0,3.286,6875.0,0.0,0.0,5957.936,0.112,0.074,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-17,265828.0,5.0,3.429,6875.0,0.0,0.0,5958.048,0.112,0.077,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-18,265834.0,6.0,4.0,6875.0,0.0,0.0,5958.182,0.134,0.09,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-19,265841.0,7.0,4.714,6875.0,0.0,0.0,5958.339,0.157,0.106,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-20,265847.0,6.0,4.714,6875.0,0.0,0.0,5958.474,0.134,0.106,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-21,265851.0,4.0,5.0,6875.0,0.0,0.0,5958.564,0.09,0.112,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-22,265854.0,3.0,5.143,6875.0,0.0,0.0,5958.631,0.067,0.115,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-23,265855.0,1.0,4.571,6875.0,0.0,0.0,5958.653,0.022,0.102,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-24,265860.0,5.0,4.571,6875.0,0.0,0.0,5958.765,0.112,0.102,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-25,265862.0,2.0,4.0,6875.0,0.0,0.0,5958.81,0.045,0.09,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-26,265864.0,2.0,3.286,6875.0,0.0,0.0,5958.855,0.045,0.074,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-27,265870.0,6.0,3.286,6875.0,0.0,0.0,5958.989,0.134,0.074,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-28,265873.0,3.0,3.143,6875.0,0.0,0.0,5959.057,0.067,0.07,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-29,265873.0,0.0,2.714,6875.0,0.0,0.0,5959.057,0.0,0.061,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-30,265877.0,4.0,3.143,6875.0,0.0,0.0,5959.146,0.09,0.07,154.091,0.0,0.0
DZA,Africa,Algeria,2022-05-31,265884.0,7.0,3.429,6875.0,0.0,0.0,5959.303,0.157,0.077,154.091,0.0,0.0
DZA,Africa,Algeria,2022-06-01,265887.0,3.0,3.571,6875.0,0.0,0.0,5959.37,0.067,0.08,154.091,0.0,0.0
DZA,Africa,Algeria,2022-06-02,265889.0,2.0,3.571,6875.0,0.0,0.0,5959.415,0.045,0.08,154.091,0.0,0.0
DZA,Africa,Algeria,2022-06-03,265889.0,0.0,2.714,6875.0,0.0,0.0,5959.415,0.0,0.061,154.091,0.0,0.0
DZA,Africa,Algeria,2022-06-04,265889.0,0.0,2.286,6875.0,0.0,0.0,5959.415,0.0,0.051,154.091,0.0,0.0
DZA,Africa,Algeria,2022-06-05,265897.0,8.0,3.429,6875.0,0.0,0.0,5959.595,0.179,0.077,154.091,0.0,0.0
DZA,Africa,Algeria,2022-06-06,265900.0,3.0,3.286,6875.0,0.0,0.0,5959.662,0.067,0.074,154.091,0.0,0.0
DZA,Africa,Algeria,2022-06-07,265904.0,4.0,2.857,6875.0,0.0,0.0,5959.751,0.09,0.064,154.091,0.0,0.0
AGO,Africa,Angola,2022-05-01,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-02,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-03,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-04,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-05,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-06,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-07,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-08,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-09,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-10,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-11,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-12,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-13,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-14,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-15,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-16,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-17,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-18,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-19,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-20,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-21,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-22,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-23,99287.0,0.0,0.0,1900.0,0.0,0.0,2925.919,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-24,99433.0,146.0,20.857,1900.0,0.0,0.0,2930.222,4.303,0.615,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-25,99527.0,94.0,34.286,1900.0,0.0,0.0,2932.992,2.77,1.01,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-26,99527.0,0.0,34.286,1900.0,0.0,0.0,2932.992,0.0,1.01,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-27,99527.0,0.0,34.286,1900.0,0.0,0.0,2932.992,0.0,1.01,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-28,99527.0,0.0,34.286,1900.0,0.0,0.0,2932.992,0.0,1.01,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-29,99527.0,0.0,34.286,1900.0,0.0,0.0,2932.992,0.0,1.01,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-30,99761.0,234.0,67.714,1900.0,0.0,0.0,2939.888,6.896,1.995,55.992,0.0,0.0
AGO,Africa,Angola,2022-05-31,99761.0,0.0,46.857,1900.0,0.0,0.0,2939.888,0.0,1.381,55.992,0.0,0.0
AGO,Africa,Angola,2022-06-01,99761.0,0.0,33.429,1900.0,0.0,0.0,2939.888,0.0,0.985,55.992,0.0,0.0
AGO,Africa,Angola,2022-06-02,99761.0,0.0,33.429,1900.0,0.0,0.0,2939.888,0.0,0.985,55.992,0.0,0.0
AGO,Africa,Angola,2022-06-03,99761.0,0.0,33.429,1900.0,0.0,0.0,2939.888,0.0,0.985,55.992,0.0,0.0
AGO,Africa,Angola,2022-06-04,99761.0,0.0,33.429,1900.0,0.0,0.0,2939.888,0.0,0.985,55.992,0.0,0.0
AGO,Africa,Angola,2022-06-05,99761.0,0.0,33.429,1900.0,0.0,0.0,2939.888,0.0,0.985,55.992,0.0,0.0
AGO,Africa,Angola,2022-06-06,99761.0,0.0,0.0,1900.0,0.0,0.0,2939.888,0.0,0.0,55.992,0.0,0.0
AGO,Africa,Angola,2022-06-07,99761.0,0.0,0.0,1900.0,0.0,0.0,2939.888,0.0,0.0,55.992,0.0,0.0
BEN,Africa,Benin,2022-05-01,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-02,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-03,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-04,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-05,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-06,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-07,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-08,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-09,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-10,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-11,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-12,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-13,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-14,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-15,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-16,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-17,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-18,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-19,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-20,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-21,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-22,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-23,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-24,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-25,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-26,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-27,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-28,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-29,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-30,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-05-31,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-06-01,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-06-02,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-06-03,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-06-04,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-06-05,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-06-06,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BEN,Africa,Benin,2022-06-07,26952.0,0.0,0.0,163.0,0.0,0.0,2164.64,0.0,0.0,13.091,0.0,0.0
BWA,Africa,Botswana,2022-05-01,305984.0,0.0,17.857,2688.0,0.0,0.0,127640.119,0.0,7.449,1121.289,0.0,0.0
BWA,Africa,Botswana,2022-05-02,305984.0,0.0,17.857,2688.0,0.0,0.0,127640.119,0.0,7.449,1121.289,0.0,0.0
BWA,Africa,Botswana,2022-05-03,305984.0,0.0,17.857,2688.0,0.0,0.0,127640.119,0.0,7.449,1121.289,0.0,0.0
BWA,Africa,Botswana,2022-05-04,306200.0,216.0,48.714,2690.0,2.0,0.286,127730.223,90.104,20.321,1122.124,0.834,0.119
BWA,Africa,Botswana,2022-05-05,306200.0,0.0,30.857,2690.0,0.0,0.286,127730.223,0.0,12.872,1122.124,0.0,0.119
BWA,Africa,Botswana,2022-05-06,306200.0,0.0,30.857,2690.0,0.0,0.286,127730.223,0.0,12.872,1122.124,0.0,0.119
BWA,Africa,Botswana,2022-05-07,306200.0,0.0,30.857,2690.0,0.0,0.286,127730.223,0.0,12.872,1122.124,0.0,0.119
BWA,Africa,Botswana,2022-05-08,306200.0,0.0,30.857,2690.0,0.0,0.286,127730.223,0.0,12.872,1122.124,0.0,0.119
BWA,Africa,Botswana,2022-05-09,306200.0,0.0,30.857,2690.0,0.0,0.286,127730.223,0.0,12.872,1122.124,0.0,0.119
BWA,Africa,Botswana,2022-05-10,306324.0,124.0,48.571,2690.0,0.0,0.286,127781.949,51.726,20.261,1122.124,0.0,0.119
BWA,Africa,Botswana,2022-05-11,306324.0,0.0,17.714,2690.0,0.0,0.0,127781.949,0.0,7.389,1122.124,0.0,0.0
BWA,Africa,Botswana,2022-05-12,306324.0,0.0,17.714,2690.0,0.0,0.0,127781.949,0.0,7.389,1122.124,0.0,0.0
BWA,Africa,Botswana,2022-05-13,306324.0,0.0,17.714,2690.0,0.0,0.0,127781.949,0.0,7.389,1122.124,0.0,0.0
BWA,Africa,Botswana,2022-05-14,306324.0,0.0,17.714,2690.0,0.0,0.0,127781.949,0.0,7.389,1122.124,0.0,0.0
BWA,Africa,Botswana,2022-05-15,306324.0,0.0,17.714,2690.0,0.0,0.0,127781.949,0.0,7.389,1122.124,0.0,0.0
BWA,Africa,Botswana,2022-05-16,306324.0,0.0,17.714,2690.0,0.0,0.0,127781.949,0.0,7.389,1122.124,0.0,0.0
BWA,Africa,Botswana,2022-05-17,306614.0,290.0,41.429,2692.0,2.0,0.286,127902.922,120.972,17.282,1122.958,0.834,0.119
BWA,Africa,Botswana,2022-05-18,306614.0,0.0,41.429,2692.0,0.0,0.286,127902.922,0.0,17.282,1122.958,0.0,0.119
BWA,Africa,Botswana,2022-05-19,306614.0,0.0,41.429,2692.0,0.0,0.286,127902.922,0.0,17.282,1122.958,0.0,0.119
BWA,Africa,Botswana,2022-05-20,306614.0,0.0,41.429,2692.0,0.0,0.286,127902.922,0.0,17.282,1122.958,0.0,0.119
BWA,Africa,Botswana,2022-05-21,306614.0,0.0,41.429,2692.0,0.0,0.286,127902.922,0.0,17.282,1122.958,0.0,0.119
BWA,Africa,Botswana,2022-05-22,306614.0,0.0,41.429,2692.0,0.0,0.286,127902.922,0.0,17.282,1122.958,0.0,0.119
BWA,Africa,Botswana,2022-05-23,306614.0,0.0,41.429,2692.0,0.0,0.286,127902.922,0.0,17.282,1122.958,0.0,0.119
BWA,Africa,Botswana,2022-05-24,307126.0,512.0,73.143,2695.0,3.0,0.429,128116.501,213.579,30.511,1124.21,1.251,0.179
BWA,Africa,Botswana,2022-05-25,307126.0,0.0,73.143,2695.0,0.0,0.429,128116.501,0.0,30.511,1124.21,0.0,0.179
BWA,Africa,Botswana,2022-05-26,307126.0,0.0,73.143,2695.0,0.0,0.429,128116.501,0.0,30.511,1124.21,0.0,0.179
BWA,Africa,Botswana,2022-05-27,307126.0,0.0,73.143,2695.0,0.0,0.429,128116.501,0.0,30.511,1124.21,0.0,0.179
BWA,Africa,Botswana,2022-05-28,307126.0,0.0,73.143,2695.0,0.0,0.429,128116.501,0.0,30.511,1124.21,0.0,0.179
BWA,Africa,Botswana,2022-05-29,307126.0,0.0,73.143,2695.0,0.0,0.429,128116.501,0.0,30.511,1124.21,0.0,0.179
BWA,Africa,Botswana,2022-05-30,307126.0,0.0,73.143,2695.0,0.0,0.429,128116.501,0.0,30.511,1124.21,0.0,0.179
BWA,Africa,Botswana,2022-05-31,308126.0,1000.0,142.857,2697.0,2.0,0.286,128533.647,417.146,59.592,1125.044,0.834,0.119
BWA,Africa,Botswana,2022-06-01,308126.0,0.0,142.857,2697.0,0.0,0.286,128533.647,0.0,59.592,1125.044,0.0,0.119
BWA,Africa,Botswana,2022-06-02,308126.0,0.0,142.857,2697.0,0.0,0.286,128533.647,0.0,59.592,1125.044,0.0,0.119
BWA,Africa,Botswana,2022-06-03,308126.0,0.0,142.857,2697.0,0.0,0.286,128533.647,0.0,59.592,1125.044,0.0,0.119
BWA,Africa,Botswana,2022-06-04,308126.0,0.0,142.857,2697.0,0.0,0.286,128533.647,0.0,59.592,1125.044,0.0,0.119
BWA,Africa,Botswana,2022-06-05,308126.0,0.0,142.857,2697.0,0.0,0.286,128533.647,0.0,59.592,1125.044,0.0,0.119
BWA,Africa,Botswana,2022-06-06,308126.0,0.0,142.857,2697.0,0.0,0.286,128533.647,0.0,59.592,1125.044,0.0,0.119
BWA,Africa,Botswana,2022-06-07,310431.0,2305.0,329.286,2701.0,4.0,0.571,129495.169,961.522,137.36,1126.712,1.669,0.238
BFA,Africa,Burkina Faso,2022-05-01,20865.0,0.0,0.0,383.0,0.0,0.0,970.596,0.0,0.0,17.816,0.0,0.0
BFA,Africa,Burkina Faso,2022-05-02,20865.0,0.0,0.0,383.0,0.0,0.0,970.596,0.0,0.0,17.816,0.0,0.0
BFA,Africa,Burkina Faso,2022-05-03,20865.0,0.0,0.0,383.0,0.0,0.0,970.596,0.0,0.0,17.816,0.0,0.0
